CUSTOMERNAME,PRICEEACH,SALES,ORDERDATE,STATUS,PRODUCTLINE,QUANTITYORDERED,CITY,COUNTRY
Land of Toys Inc.,100,4983.14,09-08-04 0:00,Shipped,Trucks and Buses,41,NYC,USA
Marta's Replicas Co.,100,4618.32,10/13/2004 0:00,Shipped,Trucks and Buses,42,Cambridge,USA
Heintze Collectables,100,3403.12,10/22/2004 0:00,Shipped,Trucks and Buses,28,Aaarhus,Denmark
Baane Mini Imports,100,5190.42,11-05-04 0:00,Shipped,Trucks and Buses,38,Stavern,Norway
"La Corne D'abondance, Co.",100,3141.57,11/20/2004 0:00,Shipped,Trucks and Buses,23,Paris,France
Euro Shopping Channel,71.4,2213.4,12-02-04 0:00,Shipped,Trucks and Buses,31,Madrid,Spain
Reims Collectables,100,4896.7,12/15/2004 0:00,Shipped,Trucks and Buses,46,Reims,France
Mini Gifts Distributors Ltd.,56.55,2714.4,1/23/2005 0:00,Shipped,Trucks and Buses,48,San Rafael,USA
Euro Shopping Channel,100,3087.05,2/22/2005 0:00,Shipped,Trucks and Buses,29,Madrid,Spain
Lyon Souveniers,100,5692.96,3/17/2005 0:00,Shipped,Trucks and Buses,46,Paris,France
Euro Shopping Channel,100,3460.86,05-03-05 0:00,Shipped,Trucks and Buses,26,Madrid,Spain
La Rochelle Gifts,100,1895.94,5/31/2005 0:00,In Process,Trucks and Buses,18,Nantes,France
Euro Shopping Channel,53.31,1705.92,1/31/2003 0:00,Shipped,Trains,32,Madrid,Spain
"Dragon Souveniers, Ltd.",49.21,1033.41,4/16/2003 0:00,Shipped,Trains,21,Singapore,Singapore
Muscle Machine Inc,69.12,3179.52,06-03-03 0:00,Shipped,Trains,46,NYC,USA
Mini Gifts Distributors Ltd.,49.79,2091.18,08-08-03 0:00,Shipped,Trains,42,San Rafael,USA
Euro Shopping Channel,57.41,1779.71,9/28/2003 0:00,Shipped,Trains,31,Madrid,Spain
"Dragon Souveniers, Ltd.",66.78,2537.64,10/22/2003 0:00,Shipped,Trains,38,Singapore,Singapore
L'ordine Souveniers,64.44,2448.72,11-06-03 0:00,Shipped,Trains,38,Reggio Emilia,Italy
Mini Creations Ltd.,48.62,972.4,11/14/2003 0:00,Shipped,Trains,20,New Bedford,USA
Super Scale Inc.,62.09,2856.14,11/26/2003 0:00,Shipped,Trains,46,New Haven,USA
"Saveley & Henriot, Co.",65.61,1968.3,01-02-04 0:00,Shipped,Trains,30,Lyon,France
"Clover Collections, Co.",68.54,2056.2,02-12-04 0:00,Shipped,Trains,30,Dublin,Ireland
"Blauer See Auto, Co.",52.14,2242.02,3/15/2004 0:00,Shipped,Trains,43,Frankfurt,Germany
Suominen Souveniers,63.85,3128.65,05-05-04 0:00,Shipped,Trains,49,Espoo,Finland
Diecast Classics Inc.,56.82,2443.26,7/20/2004 0:00,Shipped,Trains,43,Allentown,USA
Mini Gifts Distributors Ltd.,66.78,2470.86,8/20/2004 0:00,Shipped,Trains,37,San Rafael,USA
Land of Toys Inc.,55.07,1927.45,09-08-04 0:00,Shipped,Trains,35,NYC,USA
"AV Stores, Co.",60.34,2051.56,10/14/2004 0:00,Shipped,Trains,34,Manchester,UK
Heintze Collectables,61.51,2337.38,10/22/2004 0:00,Shipped,Trains,38,Aaarhus,Denmark
Baane Mini Imports,100,5932.96,11-05-04 0:00,Shipped,Trains,44,Stavern,Norway
Classic Legends Inc.,100,2296.77,11/21/2004 0:00,Shipped,Trains,21,NYC,USA
Euro Shopping Channel,100,6490.88,12-02-04 0:00,Shipped,Trains,44,Madrid,Spain
Reims Collectables,64.93,1623.25,12/15/2004 0:00,Shipped,Trains,25,Reims,France
"Tokyo Collectables, Ltd",58.58,1405.92,1/26/2005 0:00,Shipped,Trains,24,Minato-ku,Japan
Euro Shopping Channel,60.06,2282.28,2/22/2005 0:00,Shipped,Trains,38,Madrid,Spain
Lyon Souveniers,100,8977.05,3/17/2005 0:00,Shipped,Trains,45,Paris,France
Gift Depot Inc.,63.85,3256.35,05-05-05 0:00,Shipped,Trains,51,Bridgewater,USA
Cruz & Sons Co.,82.99,2821.66,03-03-03 0:00,Shipped,Motorcycles,34,Makati City,Philippines
Reims Collectables,74.85,3293.4,05-07-03 0:00,Shipped,Motorcycles,44,Reims,France
Mini Gifts Distributors Ltd.,96,4224,07-02-03 0:00,Shipped,Motorcycles,44,San Rafael,USA
Toys4GrownUps.com,81.36,3091.68,8/25/2003 0:00,Shipped,Motorcycles,38,Pasadena,USA
Corporate Gift Ideas Co.,71.6,2219.6,10-10-03 0:00,Shipped,Motorcycles,31,San Francisco,USA
"Anna's Decorations, Ltd",80.55,3866.4,11-04-03 0:00,Shipped,Motorcycles,48,North Sydney,Australia
Daedalus Designs Imports,93.56,1964.76,11-11-03 0:00,Shipped,Motorcycles,21,Lille,France
Euro Shopping Channel,66.72,2668.8,11/19/2003 0:00,Shipped,Motorcycles,40,Madrid,Spain
Auto Canal Petit,80.55,3222,1/15/2004 0:00,Shipped,Motorcycles,40,Paris,France
Daedalus Designs Imports,77.29,3864.5,2/21/2004 0:00,Shipped,Motorcycles,50,Lille,France
Vitachrome Inc.,68.34,1366.8,04-05-04 0:00,Shipped,Motorcycles,20,NYC,USA
Auto Canal Petit,72.41,3475.68,5/26/2004 0:00,Shipped,Motorcycles,48,Paris,France
Gifts4AllAges.com,89.5,4206.5,6/30/2004 0:00,Shipped,Motorcycles,47,Boston,USA
Online Mini Collectables,70.78,1486.38,08-02-04 0:00,Shipped,Motorcycles,21,Brickhaven,USA
Marta's Replicas Co.,78.92,3077.88,8/27/2004 0:00,Shipped,Motorcycles,39,Cambridge,USA
"Toys of Finland, Co.",80.55,3544.2,9/30/2004 0:00,Shipped,Motorcycles,44,Helsinki,Finland
Baane Mini Imports,88.68,2483.04,10/15/2004 0:00,Shipped,Motorcycles,28,Stavern,Norway
Microscale Inc.,77.29,3478.05,11-03-04 0:00,Shipped,Motorcycles,45,NYC,USA
Motor Mint Distributors Inc.,100,3657.8,11/17/2004 0:00,Shipped,Motorcycles,20,Philadelphia,USA
Salzburg Collectables,100,4682.36,11/24/2004 0:00,Shipped,Motorcycles,38,Salzburg,Austria
Lyon Souveniers,100,3937.7,12-09-04 0:00,Shipped,Motorcycles,26,Paris,France
Mini Creations Ltd.,100,4984.32,01-07-05 0:00,Shipped,Motorcycles,44,New Bedford,USA
La Rochelle Gifts,100,5406.66,02-03-05 0:00,Shipped,Motorcycles,49,Nantes,France
Mini Gifts Distributors Ltd.,100,3491.18,03-04-05 0:00,Shipped,Motorcycles,22,San Rafael,USA
"UK Collectables, Ltd.",68.34,2118.54,04-08-05 0:00,Shipped,Motorcycles,31,Liverpool,UK
Danish Wholesale Imports,70.67,2897.47,02-11-03 0:00,Shipped,Ships,41,Kobenhavn,Denmark
Salzburg Collectables,76.67,1916.75,4/28/2003 0:00,Shipped,Ships,25,Salzburg,Austria
"Stylish Desk Decors, Co.",60,1860,06-12-03 0:00,Shipped,Ships,31,London,UK
Mini Gifts Distributors Ltd.,64,2624,08-08-03 0:00,Shipped,Ships,41,San Rafael,USA
Euro Shopping Channel,64.67,2780.81,9/28/2003 0:00,Shipped,Ships,43,Madrid,Spain
Scandinavian Gift Ideas,75.34,3239.62,10/23/2003 0:00,Cancelled,Ships,43,Boras,Sweden
CAF Imports,76,1824,11-07-03 0:00,Shipped,Ships,24,Madrid,Spain
Mini Creations Ltd.,54,1134,11/14/2003 0:00,Shipped,Ships,21,New Bedford,USA
Enaco Distributors,64.67,1487.41,11/26/2003 0:00,Shipped,Ships,23,Barcelona,Spain
"Saveley & Henriot, Co.",74.67,2837.46,01-02-04 0:00,Shipped,Ships,38,Lyon,France
Collectable Mini Designs Co.,62.67,1942.77,2/19/2004 0:00,Shipped,Ships,31,San Diego,USA
Tekni Collectables Inc.,70.67,2544.12,3/29/2004 0:00,Shipped,Ships,36,Newark,USA
Land of Toys Inc.,71.34,2568.24,05-07-04 0:00,Cancelled,Ships,36,NYC,USA
Quebec Home Shopping Network,62,2108,6/17/2004 0:00,Shipped,Ships,34,Montreal,Canada
Petit Auto,65.34,1372.14,7/21/2004 0:00,Shipped,Ships,21,Bruxelles,Belgium
"Royal Canadian Collectables, Ltd.",78.67,3540.15,8/20/2004 0:00,Shipped,Ships,45,Tsawassen,Canada
Gifts4AllAges.com,75.34,1958.84,09-10-04 0:00,Shipped,Ships,26,Boston,USA
"AV Stores, Co.",54,2700,10/14/2004 0:00,Shipped,Ships,50,Manchester,UK
La Rochelle Gifts,62,2542,10/29/2004 0:00,Shipped,Ships,41,Nantes,France
"Volvo Model Replicas, Co",60,2340,11-09-04 0:00,Shipped,Ships,39,Lule,Sweden
"Tokyo Collectables, Ltd",100,2816.44,11/23/2004 0:00,Shipped,Ships,22,Minato-ku,Japan
Euro Shopping Channel,76.67,3526.82,12-02-04 0:00,Shipped,Ships,46,Madrid,Spain
"Oulu Toy Supplies, Inc.",100,4627.92,1/31/2005 0:00,Shipped,Ships,44,Oulu,Finland
Mini Gifts Distributors Ltd.,77.34,1933.5,2/28/2005 0:00,Shipped,Ships,25,San Rafael,USA
Mini Gifts Distributors Ltd.,66.67,2600.13,3/23/2005 0:00,Shipped,Ships,39,San Rafael,USA
Gifts4AllAges.com,71.34,2639.58,05-06-05 0:00,On Hold,Ships,37,Boston,USA
Rovelli Gifts,100,3312.97,2/17/2003 0:00,Shipped,Planes,31,Bergamo,Italy
"Australian Collectors, Co.",82.21,3863.87,4/29/2003 0:00,Shipped,Planes,47,Melbourne,Australia
Euro Shopping Channel,77.64,1863.36,6/27/2003 0:00,Shipped,Planes,24,Madrid,Spain
Mini Creations Ltd.,100,3945.96,08-10-03 0:00,Shipped,Planes,36,New Bedford,USA
Euro Shopping Channel,100,4954.08,10-08-03 0:00,Shipped,Planes,48,Madrid,Spain
Technics Stores Inc.,98.65,2762.2,10/28/2003 0:00,Shipped,Planes,28,Burlingame,USA
West Coast Collectables Co.,83.12,3989.76,12-01-03 0:00,Shipped,Planes,48,Burbank,USA
Osaka Souveniers Co.,78.55,1649.55,01-12-04 0:00,Shipped,Planes,21,Osaka,Japan
"Australian Collectors, Co.",100,2534.75,2/20/2004 0:00,Shipped,Planes,25,Melbourne,Australia
"Royal Canadian Collectables, Ltd.",100,2580.25,04-02-04 0:00,Shipped,Planes,25,Tsawassen,Canada
The Sharp Gifts Warehouse,91.34,2831.54,05-11-04 0:00,Shipped,Planes,31,San Jose,USA
Euro Shopping Channel,84.03,3361.2,6/24/2004 0:00,Cancelled,Planes,40,Madrid,Spain
La Rochelle Gifts,89.51,2864.32,7/23/2004 0:00,Shipped,Planes,32,Nantes,France
"Norway Gifts By Mail, Co.",83.12,1994.88,8/21/2004 0:00,Shipped,Planes,24,Oslo,Norway
"Bavarian Collectables Imports, Co.",100,4296.6,9/15/2004 0:00,Shipped,Planes,42,Munich,Germany
Mini Classics,100,2224.95,10/15/2004 0:00,Shipped,Planes,21,White Plains,USA
giftsbymail.co.uk,82.21,2795.14,11-01-04 0:00,Shipped,Planes,34,Cowes,UK
Rovelli Gifts,100,2762.1,11-12-04 0:00,Shipped,Planes,27,Bergamo,Italy
Enaco Distributors,88.6,2658,11/24/2004 0:00,Shipped,Planes,30,Barcelona,Spain
Gift Ideas Corp.,100,5043.87,12-04-04 0:00,Shipped,Planes,39,Glendale,USA
Souveniers And Things Co.,60.54,1210.8,12/17/2004 0:00,Shipped,Planes,20,Chatswood,Australia
La Rochelle Gifts,81.87,3029.19,02-03-05 0:00,Shipped,Planes,37,Nantes,France
FunGiftIdeas.com,100,10066.6,03-03-05 0:00,Shipped,Planes,46,New Bedford,USA
Reims Collectables,87.69,4121.43,3/30/2005 0:00,Shipped,Planes,47,Reims,France
Tekni Collectables Inc.,100,1135.31,04-03-05 0:00,On Hold,Planes,11,Newark,USA
L'ordine Souveniers,91.34,2100.82,05-10-05 0:00,Shipped,Planes,23,Reggio Emilia,Italy
Danish Wholesale Imports,70.15,2034.35,02-11-03 0:00,Shipped,Ships,29,Kobenhavn,Denmark
"Dragon Souveniers, Ltd.",79.68,3027.84,4/16/2003 0:00,Shipped,Ships,38,Singapore,Singapore
Euro Shopping Channel,97,3104,06-06-03 0:00,Shipped,Ships,32,Madrid,Spain
Mini Gifts Distributors Ltd.,84.01,3612.43,08-08-03 0:00,Shipped,Ships,43,San Rafael,USA
Euro Shopping Channel,87.48,2711.88,9/28/2003 0:00,Shipped,Ships,31,Madrid,Spain
FunGiftIdeas.com,100,3013.97,10/21/2003 0:00,Shipped,Ships,29,New Bedford,USA
CAF Imports,88.34,2738.54,11-07-03 0:00,Shipped,Ships,31,Madrid,Spain
Mini Creations Ltd.,94.4,2832,11/14/2003 0:00,Shipped,Ships,30,New Bedford,USA
Super Scale Inc.,94.4,4720,11/26/2003 0:00,Shipped,Ships,50,New Haven,USA
"Saveley & Henriot, Co.",80.55,3222,01-02-04 0:00,Shipped,Ships,40,Lyon,France
Petit Auto,97,2231,2/18/2004 0:00,Shipped,Ships,23,Bruxelles,Belgium
giftsbymail.co.uk,88.34,2296.84,3/20/2004 0:00,Shipped,Ships,26,Cowes,UK
Land of Toys Inc.,100,4157.2,05-07-04 0:00,Cancelled,Ships,40,NYC,USA
Petit Auto,100,2146.2,7/21/2004 0:00,Shipped,Ships,21,Bruxelles,Belgium
Mini Gifts Distributors Ltd.,86.61,3724.23,8/20/2004 0:00,Shipped,Ships,43,San Rafael,USA
Amica Models & Co.,71.89,2084.81,09-09-04 0:00,Shipped,Ships,29,Torino,Italy
"AV Stores, Co.",91.81,3488.78,10/14/2004 0:00,Shipped,Ships,38,Manchester,UK
Heintze Collectables,76.22,1753.06,10/22/2004 0:00,Shipped,Ships,23,Aaarhus,Denmark
Danish Wholesale Imports,100,3469.2,11-10-04 0:00,Resolved,Ships,20,Kobenhavn,Denmark
Classic Legends Inc.,70.3,2530.8,11/21/2004 0:00,Shipped,Ships,36,NYC,USA
Euro Shopping Channel,100,2924.32,12-02-04 0:00,Shipped,Ships,28,Madrid,Spain
"Tokyo Collectables, Ltd",100,4496.8,1/26/2005 0:00,Shipped,Ships,44,Minato-ku,Japan
Corporate Gift Ideas Co.,100,6397.44,2/23/2005 0:00,Shipped,Ships,49,San Francisco,USA
Alpha Cognac,80.55,2577.6,3/28/2005 0:00,Shipped,Ships,32,Toulouse,France
Gifts4AllAges.com,100,3533.62,05-06-05 0:00,On Hold,Ships,34,Boston,USA
Rovelli Gifts,100,3177.3,2/17/2003 0:00,Shipped,Ships,30,Bergamo,Italy
Salzburg Collectables,94.14,2730.06,4/28/2003 0:00,Shipped,Ships,29,Salzburg,Austria
Gift Ideas Corp.,85.99,1891.78,6/16/2003 0:00,Shipped,Ships,22,Glendale,USA
Mini Creations Ltd.,100,2612.48,08-10-03 0:00,Shipped,Ships,26,New Bedford,USA
"Toys of Finland, Co.",91.43,2925.76,10-06-03 0:00,Shipped,Ships,32,Helsinki,Finland
Scandinavian Gift Ideas,100,2940.02,10/23/2003 0:00,Cancelled,Ships,29,Boras,Sweden
Alpha Cognac,96.86,3293.24,11-08-03 0:00,Shipped,Ships,34,Toulouse,France
"Double Decker Gift Stores, Ltd",99.57,2389.68,11/14/2003 0:00,Shipped,Ships,24,London,UK
Enaco Distributors,90.52,2172.48,11/26/2003 0:00,Shipped,Ships,24,Barcelona,Spain
"Men 'R' US Retailers, Ltd.",88.71,2927.43,01-09-04 0:00,Shipped,Ships,33,Los Angeles,USA
Collectable Mini Designs Co.,100,2659.54,2/19/2004 0:00,Shipped,Ships,26,San Diego,USA
Cambridge Collectables Co.,95.95,3838,05-08-04 0:00,Shipped,Ships,40,Cambridge,USA
Euro Shopping Channel,94.14,4142.16,6/24/2004 0:00,Cancelled,Ships,44,Madrid,Spain
Collectables For Less Inc.,90.52,2172.48,7/21/2004 0:00,Shipped,Ships,24,Brickhaven,USA
"Royal Canadian Collectables, Ltd.",94.14,1882.8,8/20/2004 0:00,Shipped,Ships,20,Tsawassen,Canada
"Bavarian Collectables Imports, Co.",100,3477.86,9/15/2004 0:00,Shipped,Ships,34,Munich,Germany
"Classic Gift Ideas, Inc",97.76,3323.84,10/14/2004 0:00,Shipped,Ships,34,Philadelphia,USA
giftsbymail.co.uk,93.24,4195.8,11-01-04 0:00,Shipped,Ships,45,Cowes,UK
Rovelli Gifts,100,4156.58,11-12-04 0:00,Shipped,Ships,41,Bergamo,Italy
"Tokyo Collectables, Ltd",71.25,3918.75,11/23/2004 0:00,Shipped,Ships,55,Minato-ku,Japan
Auto-Moto Classics Inc.,100,2352.67,12-03-04 0:00,Shipped,Ships,23,Brickhaven,USA
Souveniers And Things Co.,45.39,1089.36,12/17/2004 0:00,Shipped,Ships,24,Chatswood,Australia
"Oulu Toy Supplies, Inc.",84.41,2701.12,1/31/2005 0:00,Shipped,Ships,32,Oulu,Finland
Euro Shopping Channel,85.76,2487.04,03-01-05 0:00,Resolved,Ships,29,Madrid,Spain
Reims Collectables,100,3910.32,3/30/2005 0:00,Shipped,Ships,36,Reims,France
The Sharp Gifts Warehouse,87.8,4038.8,04-01-05 0:00,Shipped,Ships,46,San Jose,USA
"Australian Collectables, Ltd",95.95,3070.4,05-09-05 0:00,Disputed,Ships,32,Glen Waverly,Australia
Rovelli Gifts,100,3763.46,2/17/2003 0:00,Shipped,Planes,34,Bergamo,Italy
"Australian Collectors, Co.",100,2584.8,4/29/2003 0:00,Shipped,Planes,24,Melbourne,Australia
Gift Ideas Corp.,100,4427.6,6/16/2003 0:00,Shipped,Planes,40,Glendale,USA
Mini Creations Ltd.,82.77,2152.02,08-10-03 0:00,Shipped,Planes,26,New Bedford,USA
"Toys of Finland, Co.",100,2353.4,10-06-03 0:00,Shipped,Planes,20,Helsinki,Finland
Technics Stores Inc.,100,3431.39,10/28/2003 0:00,Shipped,Planes,31,Burlingame,USA
Alpha Cognac,87.75,1930.5,11-08-03 0:00,Shipped,Planes,22,Toulouse,France
Cruz & Sons Co.,100,4774.56,11/27/2003 0:00,Shipped,Planes,42,Makati City,Philippines
Osaka Souveniers Co.,99.72,2592.72,01-12-04 0:00,Shipped,Planes,26,Osaka,Japan
Collectable Mini Designs Co.,87.75,3246.75,2/19/2004 0:00,Shipped,Planes,37,San Diego,USA
"Royal Canadian Collectables, Ltd.",88.75,3372.5,04-02-04 0:00,Shipped,Planes,38,Tsawassen,Canada
The Sharp Gifts Warehouse,100,3909.15,05-11-04 0:00,Shipped,Planes,35,San Jose,USA
Euro Shopping Channel,90.75,2994.75,6/24/2004 0:00,Cancelled,Planes,33,Madrid,Spain
La Rochelle Gifts,100,4472.52,7/23/2004 0:00,Shipped,Planes,39,Nantes,France
"Norway Gifts By Mail, Co.",100,4576.95,8/21/2004 0:00,Shipped,Planes,45,Oslo,Norway
"Bavarian Collectables Imports, Co.",100,2441.04,9/15/2004 0:00,Shipped,Planes,24,Munich,Germany
Mini Classics,88.75,3106.25,10/15/2004 0:00,Shipped,Planes,35,White Plains,USA
giftsbymail.co.uk,100,2706.41,11-01-04 0:00,Shipped,Planes,23,Cowes,UK
Rovelli Gifts,100,4021.53,11-12-04 0:00,Shipped,Planes,37,Bergamo,Italy
Enaco Distributors,87.75,4826.25,11/24/2004 0:00,Shipped,Planes,55,Barcelona,Spain
Auto-Moto Classics Inc.,100,4935.28,12-03-04 0:00,Shipped,Planes,49,Brickhaven,USA
Souveniers And Things Co.,100,2754.7,12/17/2004 0:00,Shipped,Planes,26,Chatswood,Australia
La Rochelle Gifts,100,3856.71,02-03-05 0:00,Shipped,Planes,33,Nantes,France
Euro Shopping Channel,83.84,3102.08,03-01-05 0:00,Resolved,Planes,37,Madrid,Spain
Reims Collectables,86.76,1908.72,3/30/2005 0:00,Shipped,Planes,22,Reims,France
Tekni Collectables Inc.,88.75,7543.75,04-03-05 0:00,On Hold,Planes,85,Newark,USA
L'ordine Souveniers,100,2457.18,05-10-05 0:00,Shipped,Planes,22,Reggio Emilia,Italy
Danish Wholesale Imports,65.77,2038.87,02-11-03 0:00,Shipped,Ships,31,Kobenhavn,Denmark
Salzburg Collectables,65.77,2499.26,4/28/2003 0:00,Shipped,Ships,38,Salzburg,Austria
"Stylish Desk Decors, Co.",85.29,3838.05,06-12-03 0:00,Shipped,Ships,45,London,UK
Mini Creations Ltd.,85.29,2643.99,08-10-03 0:00,Shipped,Ships,31,New Bedford,USA
Boards & Toys Co.,64.33,2315.88,10-02-03 0:00,Shipped,Ships,36,Glendale,USA
Scandinavian Gift Ideas,70.11,3225.06,10/23/2003 0:00,Cancelled,Ships,46,Boras,Sweden
CAF Imports,76.62,2451.84,11-07-03 0:00,Shipped,Ships,32,Madrid,Spain
Mini Creations Ltd.,57.82,2254.98,11/14/2003 0:00,Shipped,Ships,39,New Bedford,USA
Enaco Distributors,78.79,3939.5,11/26/2003 0:00,Shipped,Ships,50,Barcelona,Spain
"Saveley & Henriot, Co.",74.45,3424.7,01-02-04 0:00,Shipped,Ships,46,Lyon,France
Collectable Mini Designs Co.,80.95,2914.2,2/19/2004 0:00,Shipped,Ships,36,San Diego,USA
Tekni Collectables Inc.,82.4,2389.6,3/29/2004 0:00,Shipped,Ships,29,Newark,USA
Land of Toys Inc.,75.89,2428.48,05-07-04 0:00,Cancelled,Ships,32,NYC,USA
Quebec Home Shopping Network,68.67,3021.48,6/17/2004 0:00,Shipped,Ships,44,Montreal,Canada
Petit Auto,62.16,2610.72,7/21/2004 0:00,Shipped,Ships,42,Bruxelles,Belgium
"Royal Canadian Collectables, Ltd.",65.77,3091.19,8/20/2004 0:00,Shipped,Ships,47,Tsawassen,Canada
Gifts4AllAges.com,58.55,2576.2,09-10-04 0:00,Shipped,Ships,44,Boston,USA
"AV Stores, Co.",75.17,3232.31,10/14/2004 0:00,Shipped,Ships,43,Manchester,UK
giftsbymail.co.uk,74.45,3573.6,11-01-04 0:00,Shipped,Ships,48,Cowes,UK
Danish Wholesale Imports,96.31,2022.51,11-10-04 0:00,Resolved,Ships,21,Kobenhavn,Denmark
"Tokyo Collectables, Ltd",74.35,3717.5,11/23/2004 0:00,Shipped,Ships,50,Minato-ku,Japan
Euro Shopping Channel,75.35,2185.15,12-02-04 0:00,Shipped,Ships,29,Madrid,Spain
"Oulu Toy Supplies, Inc.",70.33,2883.53,1/31/2005 0:00,Shipped,Ships,41,Oulu,Finland
Euro Shopping Channel,100,5017.57,03-01-05 0:00,Resolved,Ships,37,Madrid,Spain
Alpha Cognac,66.5,1463,3/28/2005 0:00,Shipped,Ships,22,Toulouse,France
Gifts4AllAges.com,75.89,2352.59,05-06-05 0:00,On Hold,Ships,31,Boston,USA
Baane Mini Imports,100,4460.82,1/29/2003 0:00,Shipped,Classic Cars,42,Stavern,Norway
"La Corne D'abondance, Co.",100,4758.18,04-01-03 0:00,Shipped,Classic Cars,42,Paris,France
"Corrida Auto Replicas, Ltd",100,4597.2,5/28/2003 0:00,Shipped,Classic Cars,45,Madrid,Spain
Technics Stores Inc.,100,4114.8,7/24/2003 0:00,Shipped,Classic Cars,36,Burlingame,USA
"Dragon Souveniers, Ltd.",100,2104,9/19/2003 0:00,Shipped,Classic Cars,20,Singapore,Singapore
Mini Auto Werke,81.93,3195.27,10/21/2003 0:00,Resolved,Classic Cars,39,Graz,Austria
"Stylish Desk Decors, Co.",85.98,3611.16,11-06-03 0:00,Shipped,Classic Cars,42,London,UK
"Classic Gift Ideas, Inc",86.99,2000.77,11/13/2003 0:00,Shipped,Classic Cars,23,Philadelphia,USA
"Saveley & Henriot, Co.",89.01,2314.26,11/25/2003 0:00,Shipped,Classic Cars,26,Lyon,France
Canadian Gift Exchange Network,100,3871.89,12-05-03 0:00,Shipped,Classic Cars,33,Vancouver,Canada
Handji Gifts& Co,88,2728,02-04-04 0:00,Shipped,Classic Cars,31,Singapore,Singapore
Mini Gifts Distributors Ltd.,100,5614,03-11-04 0:00,Shipped,Classic Cars,50,San Rafael,USA
Super Scale Inc.,100,4628.8,05-04-04 0:00,Shipped,Classic Cars,44,New Haven,USA
"Tokyo Collectables, Ltd",80.92,3641.4,6/15/2004 0:00,Shipped,Classic Cars,45,Minato-ku,Japan
Souveniers And Things Co.,88,4048,7/19/2004 0:00,Shipped,Classic Cars,46,Chatswood,Australia
Diecast Classics Inc.,85.98,2321.46,8/19/2004 0:00,Shipped,Classic Cars,27,Allentown,USA
Scandinavian Gift Ideas,100,3256.96,09-08-04 0:00,Shipped,Classic Cars,28,Boras,Sweden
Auto Assoc. & Cie.,100,4208,10-11-04 0:00,Shipped,Classic Cars,40,Versailles,France
Canadian Gift Exchange Network,99.13,2973.9,10/22/2004 0:00,Shipped,Classic Cars,30,Vancouver,Canada
Vitachrome Inc.,100,4248.3,11-05-04 0:00,Shipped,Classic Cars,34,NYC,USA
"La Corne D'abondance, Co.",100,9558.8,11/20/2004 0:00,Shipped,Classic Cars,46,Paris,France
"Corrida Auto Replicas, Ltd",82.83,2650.56,11-01-04 0:00,Shipped,Classic Cars,32,Madrid,Spain
Euro Shopping Channel,100,3761.37,12-10-04 0:00,Shipped,Classic Cars,27,Madrid,Spain
Mini Gifts Distributors Ltd.,100,4301.34,1/23/2005 0:00,Shipped,Classic Cars,34,San Rafael,USA
Mini Gifts Distributors Ltd.,54.84,1864.56,2/17/2005 0:00,Shipped,Classic Cars,34,San Rafael,USA
Quebec Home Shopping Network,100,3576.8,05-01-05 0:00,Shipped,Classic Cars,34,Montreal,Canada
Euro Shopping Channel,80.92,3722.32,5/31/2005 0:00,In Process,Classic Cars,46,Madrid,Spain
Rovelli Gifts,100,3986.56,2/17/2003 0:00,Shipped,Planes,32,Bergamo,Italy
"Australian Collectors, Co.",100,3417.12,4/29/2003 0:00,Shipped,Planes,24,Melbourne,Australia
Euro Shopping Channel,99.67,2691.09,6/27/2003 0:00,Shipped,Planes,27,Madrid,Spain
Toys4GrownUps.com,100,2752.6,8/25/2003 0:00,Shipped,Planes,20,Pasadena,USA
Technics Stores Inc.,100,4527.72,10/28/2003 0:00,Shipped,Planes,36,Burlingame,USA
Herkku Gifts,100,3957.05,11/18/2003 0:00,Shipped,Planes,29,Bergen,Norway
Osaka Souveniers Co.,100,2818,01-12-04 0:00,Shipped,Planes,25,Osaka,Japan
"Australian Collectors, Co.",100,3199.86,2/20/2004 0:00,Shipped,Planes,29,Melbourne,Australia
"Royal Canadian Collectables, Ltd.",96.11,2402.75,04-02-04 0:00,Shipped,Planes,25,Tsawassen,Canada
The Sharp Gifts Warehouse,100,6055.72,05-11-04 0:00,Shipped,Planes,44,San Jose,USA
Gift Depot Inc.,100,5465.16,6/28/2004 0:00,Shipped,Planes,47,Bridgewater,USA
La Rochelle Gifts,100,6378.72,7/23/2004 0:00,Shipped,Planes,48,Nantes,France
Marta's Replicas Co.,100,5392.8,8/27/2004 0:00,Shipped,Planes,45,Cambridge,USA
"Clover Collections, Co.",100,3986.5,9/16/2004 0:00,Shipped,Planes,35,Dublin,Ireland
Mini Classics,100,4009.23,10/15/2004 0:00,Shipped,Planes,31,White Plains,USA
Diecast Classics Inc.,100,7119,11-02-04 0:00,Shipped,Planes,50,Allentown,USA
Rovelli Gifts,100,4072.2,11-12-04 0:00,Shipped,Planes,33,Bergamo,Italy
Enaco Distributors,100,4094.51,11/24/2004 0:00,Shipped,Planes,29,Barcelona,Spain
Gift Ideas Corp.,68.8,3302.4,12-04-04 0:00,Shipped,Planes,48,Glendale,USA
Souveniers And Things Co.,72.42,3186.48,12/17/2004 0:00,Shipped,Planes,44,Chatswood,Australia
